kadis,kadid-10k,sim_value
audio-1791927.png,I01.png,0.8104474544525146
wedding-1217065.png,I16.png,0.7509368658065796
zakynthos-92933.png,I70.png,0.8027716279029846
wedding-1217072.png,I16.png,0.7443013191223145
wedding-1217067.png,I16.png,0.7394806146621704
home-1682316.png,I18.png,0.8401418924331665
chapel-629879.png,I18.png,0.8572428226470947
new-home-1540889.png,I18.png,0.8090421557426453
moscow-1029512.png,I32.png,0.7732460498809814
architecture-1313685.png,I26.png,0.8150045275688171
vilnius-1029605.png,I80.png,0.7785423398017883
practice-1622906.png,I56.png,0.697616457939148
cafe-846762.png,I70.png,0.7134056687355042
flowers-264539.png,I31.png,0.8348430395126343
photo-431119.png,I62.png,0.8284856081008911
wedding-1706499.png,I16.png,0.8155331611633301
roses-1614629.png,I09.png,0.6683845520019531
hanger-1243436.png,I73.png,0.780605137348175
woman-1460150.png,I16.png,0.7412718534469604
facade-1805458.png,I26.png,0.7144455313682556
boys-883004.png,I30.png,0.8043075799942017
children-851597.png,I52.png,0.7420446872711182
adult-1807505.png,I52.png,0.7934698462486267
small-driver-867577.png,I23.png,0.7750124931335449
asahi-1540153.png,I62.png,0.8007427453994751
car-777159.png,I23.png,0.8558462858200073
motorcycles-364886.png,I13.png,0.8575843572616577
beetle-1336931.png,I23.png,0.8335028886795044
bird-616168.png,I24.png,0.8089409470558167
catherines-palace-538942.png,I32.png,0.8183902502059937
robin-1418983.png,I35.png,0.8062136769294739
boy-286418.png,I53.png,0.7721920609474182
jaffna-1771973.png,I18.png,0.8146082162857056
apple-blossoms-116378.png,I02.png,0.8082970380783081
mercedes-1737901.png,I13.png,0.7704949378967285
insect-212940.png,I38.png,0.8328136205673218
camera-1701050.png,I62.png,0.7863873243331909
dragonfly-176600.png,I38.png,0.8085604906082153
beauty-1265593.png,I16.png,0.7469046711921692
brewery-837779.png,I18.png,0.8338706493377686
truck-1567780.png,I23.png,0.827693521976471
city-773505.png,I26.png,0.8374038338661194
travel-1628692.png,I80.png,0.8091843128204346
tulips-52125.png,I31.png,0.7397234439849854
caesars-palace-219216.png,I80.png,0.8056065440177917
hotel-879853.png,I26.png,0.8416997790336609
gull-1042992.png,I25.png,0.7369813919067383
house-619979.png,I18.png,0.8188539147377014
car-837870.png,I23.png,0.849979043006897
car-1397011.png,I23.png,0.8441029787063599
vintage-truck-1693748.png,I23.png,0.8238599896430969
toy-1797554.png,I23.png,0.796973466873169
camera-1797580.png,I62.png,0.736009955406189
tulips-322240.png,I31.png,0.8079264163970947
mansion-875094.png,I18.png,0.8345346450805664
dog-1356562.png,I71.png,0.7414244413375854
macro-extension-tubes-466256.png,I62.png,0.8278954029083252
church-611472.png,I32.png,0.8651713728904724
beauty-1265345.png,I16.png,0.6898807287216187
the-camera-1233523.png,I62.png,0.7554668188095093
bromeliad-1752633.png,I31.png,0.8427015542984009
bouncy-castle-442909.png,I78.png,0.7976807951927185
gull-1564278.png,I19.png,0.7787449359893799
flower-354853.png,I31.png,0.8320490121841431
film-city-719010.png,I70.png,0.8270782232284546
cyprus-1412897.png,I32.png,0.8108589053153992
dog-1606585.png,I16.png,0.7373541593551636
cherry-branch-1373589.png,I02.png,0.814764142036438
statue-1043131.png,I59.png,0.8254115581512451
cyprus-1626090.png,I32.png,0.8388157486915588
child-642622.png,I16.png,0.7285727262496948
spain-711632.png,I11.png,0.7650004029273987
horses-1427545.png,I43.png,0.7889673709869385
latvia-912350.png,I26.png,0.8198239207267761
business-986674.png,I23.png,0.8391006588935852
sylvester-1717987.png,I30.png,0.7499647736549377
good-aiderbichl-1321199.png,I69.png,0.7755599021911621
family-932245.png,I16.png,0.769360363483429
semi-detached-house-1026384.png,I18.png,0.882692813873291
oldtimer-894486.png,I43.png,0.7976101636886597
colonial-1128475.png,I32.png,0.8391234874725342
rose-1536157.png,I27.png,0.7832805514335632
prague-226895.png,I26.png,0.7674998044967651
dalberger-hof-839490.png,I32.png,0.83122718334198
father-1383159.png,I16.png,0.753419041633606
car-1394281.png,I23.png,0.8171545267105103
frog-1248947.png,I69.png,0.7756077647209167
flower-1768645.png,I27.png,0.8272827863693237
beauty-1265217.png,I16.png,0.7206613421440125
car-777160.png,I23.png,0.8527341485023499
camera-510524.png,I62.png,0.7521162629127502
mosque-1428603.png,I32.png,0.8475970029830933
family-421795.png,I16.png,0.7954806089401245
sea-gull-50925.png,I65.png,0.8067509531974792
autostadt-wolfsburg-1104120.png,I23.png,0.8570834994316101
orchids-1342038.png,I27.png,0.8185436129570007
flowers-5256.png,I56.png,0.7091104984283447
peasant-baroque-888812.png,I59.png,0.8192152976989746
white-temple-371089.png,I11.png,0.78514164686203
mercedes-1327613.png,I23.png,0.7655866742134094
efteling-1778444.png,I53.png,0.816765546798706
bee-1708644.png,I27.png,0.8833303451538086
child-862770.png,I23.png,0.7887271642684937
house-1317992.png,I11.png,0.8015508651733398
church-542675.png,I32.png,0.8498934507369995
lamborghini-1555856.png,I23.png,0.8928653597831726
seagull-602228.png,I19.png,0.7865387201309204
the-colonnade-1337679.png,I18.png,0.7853999137878418
architecture-828993.png,I58.png,0.8355767726898193
rooster-1657719.png,I35.png,0.7713354825973511
beauty-1266009.png,I16.png,0.7398468852043152
mercury-1458164.png,I23.png,0.8499438762664795
horses-1344628.png,I43.png,0.7569458484649658
fire-997846.png,I43.png,0.7877563834190369
classic-car-1548409.png,I23.png,0.8187268972396851
auto-913689.png,I23.png,0.8734373450279236
city-1283898.png,I32.png,0.8041598200798035
auto-1599628.png,I23.png,0.8030273914337158
flip-flops-707921.png,I43.png,0.7373794317245483
office-269454.png,I18.png,0.7566357851028442
laurier-rose-1315670.png,I27.png,0.8509221076965332
car-1393800.png,I23.png,0.8585227131843567
houses-facades-832446.png,I26.png,0.809478759765625
sevilla-1119332.png,I32.png,0.8457231521606445
women-656068.png,I16.png,0.7531027793884277
naked-virgin-436526.png,I31.png,0.8697011470794678
submarine-245576.png,I48.png,0.8537982106208801
pied-butcherbird-663009.png,I02.png,0.8034532070159912
chairs-15364.png,I66.png,0.6753107309341431
naked-1434721.png,I16.png,0.780866801738739
london-700891.png,I32.png,0.7980974316596985
rose-1345289.png,I20.png,0.6628745198249817
moped-450699.png,I13.png,0.856238067150116
daffodil-196062.png,I31.png,0.8271298408508301
camera-274977.png,I62.png,0.8365598917007446
sports-car-1364955.png,I23.png,0.8712378144264221
